id,platform,repo_name,region
14227507,gitee,opengaussorg/tc,
31418332,gitee,openeuler/rocketmq-operator,China
33063326,gitee,openeuler/chaosArsenal-OS,China
22429114,gitee,openkylin/gstreamer1.0,China
24002649,gitee,openeuler/intel-qemu,China
3373494,gitee,yadong.zhang/DBlog,
8154600,gitee,src-openeuler/virt-manager,China
29080482,gitee,src-openeuler/urdf_parser_py,China
11173572,gitee,src-openeuler/wildfly-build-tools,China
11175837,gitee,src-openeuler/shotwell,China
2173097,gitee,liuyueyi/quick-media,
193143,gitee,free/ECharts,
8064766,gitee,src-openeuler/python-dockerpty,China
410862,gitee,steven0lisa/xdao,
32594028,gitee,opencloudos-stream/libgxim,
7376482,gitee,anodoo/anodoo,
16242377,gitee,chinasoft_ohos/PinnedSectionItemDecoration,
2127716,gitee,liangdas/mqant,
25709868,gitee,openkylin/security-development-lifecycle,China
16466057,gitee,chinasoft4_ohos/Contacts,
22429010,gitee,openkylin/xserver-xorg-input-libinput,China
10677832,gitee,src-openeuler/ovirt-imageio,China
17973539,gitee,src-openeuler/kubeedge,China
24717951,gitee,atzlinux/ca-certificates-atzlinux,
7612905,gitee,src-openeuler/nvml,China
477929,gitee,mudes/StarSparkSkin,
187058,gitee,yispider/finalCMS,
17244575,gitee,src-openeuler/stardict,China
29370030,gitee,src-openeuler/libcoap,China
19017435,gitee,src-anolis-os/gcc-toolset-10,China
9552168,gitee,paddlepaddle/PaddleOCR,China
1784640,gitee,xinian.com/Hotels_Server,
30152370,gitee,openharmony-sig/cocos-engine,China
15026773,gitee,HarmonyOS-tpc/preferencebinder,China
1500660,gitee,gitea/gitea,
2463529,gitee,null_747_9838/MoTaiDanChuang,
5613621,gitee,newgateway/xdh-form-builder,
32842593,gitee,src-openeuler/opal-prd,China
35879920,gitee,openeuler/intel-oneapi,China
525963,gitee,lxchutao/AHCT.Log.NLogger,
11085459,gitee,src-openeuler/nodejs-tiny-lr-fork,China
20562373,gitee,jones2000/HQChart-Super,
19017798,gitee,src-anolis-os/python-requests,China
38261998,gitee,src-anolis-os/gcc-toolset-14-dwz,China
38261983,gitee,src-anolis-os/gcc-toolset-14-annobin,China
38160521,gitee,src-anolis-os/python3.10,China
19017340,gitee,src-anolis-os/gnome-settings-daemon,China
21666575,gitee,anolis/hygon-tpm2-tools,China
18644990,gitee,src-openeuler/coin-or-cbc,China
27658224,gitee,opencloudos-stream/qt5-qtbase,
10052706,gitee,nepxion/DiscoveryGuide,
279277,gitee,zyuyou/ltank,
17810533,gitee,src-openeuler/rubygem-elasticsearch-ruby,China
31612364,gitee,openharmony/third_party_notofonts,China
15335395,gitee,HarmonyOS-tpc/hawk,China
2540,gitee,arathi/cn2moons,
14592506,gitee,qwqdanchun/DcRat,
20071017,gitee,src-openeuler/python-ipykernel,China
263013,gitee,isdom/xharbor,
22279406,gitee,openeuler/kiran-icon-theme,China
23977654,gitee,simmon_page/vite-element-admin-ts,
18920042,gitee,src-openeuler/openstack-kolla-ansible-plugin,China
11092106,gitee,src-openeuler/rubygem-prawn,China
23298097,gitee,dreamer365/tinylayer,
29381171,gitee,opencloudos-stream/motif,
16184988,gitee,openharmony/third_party_bzip2,China
5876958,gitee,xiaoka2017/easy-flow,
16797708,gitee,openeuler-competition/summer2021-102,
14881154,gitee,src-openeuler/bamtools,China
10190020,gitee,hockel/MouseKeyboard,
8505042,gitee,chick1993/layui-tinymce,
15335394,gitee,HarmonyOS-tpc/FastBle,China
18111294,gitee,openeuler-risc-v/openmpi,
20861093,gitee,penkai/helo-cloud,
19798540,gitee,src-anolis-ai/onnx-optimizer,China
26641679,gitee,src-openeuler/ldtp,China
17897830,gitee,mingdaocloud/pd-openweb,
7693612,gitee,nbnat/layui-filemanage,
29735581,gitee,src-anolis-os/bouncycastle,China
20590052,gitee,src-openeuler/rtcheck,China
9293199,gitee,java110/MicroCommunityThings,
6959514,gitee,src-openeuler/dbus-python,China
20947282,gitee,openharmony-tpc/mixpanel-ohos,
24570034,gitee,src-openeuler/pin-gcc-client,China
21281576,gitee,src-openeuler/dim_tools,China
19017385,gitee,src-anolis-os/git,China
31692704,gitee,src-openeuler/python-referencing,China
5964980,gitee,CarGuo/GSYGithubAppFlutter,
27658249,gitee,opencloudos-stream/rustup,
4541934,gitee,baseweb/JSite,
8761207,gitee,src-openeuler/perl-Parallel-ForkManager,China
14251317,gitee,openeuler/openEuler-menus,China
24457330,gitee,openkylin/quarkai,China
19018185,gitee,src-anolis-os/efi-rpm-macros,China
11287526,gitee,src-openeuler/java-service-wrapper,China
7593260,gitee,src-openeuler/NetworkManager-libreswan,China
8060113,gitee,Analysys/ans-javascript-sdk,
6960334,gitee,src-openeuler/symlinks,China
29723921,gitee,src-anolis-ai/char-ls,China
2083,gitee,Sachs/chatroom,
310516,gitee,loryshi/static-scan,
38514777,gitee,openharmony-sig/fluttertpc_chewie,China
38514763,gitee,openharmony-sig/fluttertpc_flutter_jsbridge_plugin,China
10952542,gitee,nbstart/FilmSpider,
30974717,gitee,src-anolis-sig/kmod-ice,China
9878325,gitee,src-openeuler/python-vine,China
7516248,gitee,src-openeuler/atinject,China
29380788,gitee,opencloudos-stream/crash-trace-command,
30839191,gitee,src-openeuler/cpds-analyzer,China
32965600,gitee,openeuler/RobotBrain,China
9804913,gitee,hotdll/iRTU,
24971711,gitee,src-openeuler/qax-gm-certificates,China
128483,gitee,longshine/Mina.NET,
37977882,gitee,openeuler/LiveUI,China
6960004,gitee,src-openeuler/nmap,China
5275865,gitee,smallc/Saber,
32791142,gitee,anolis/kmod-mpi3mr,China
37779570,gitee,src-openeuler/botron-platform,China
28103477,gitee,antdadmin/antd-admin,
3371166,gitee,lcg0124/clouddo-view,
17448297,gitee,src-openeuler/wdiff,China
2234099,gitee,bouyei/Bouyei.NetFactory,
7710773,gitee,huiyuwl_cn/ThinkPHP5.1RBAC,
21164504,gitee,GreatSQL/GreatSQLHA,China
16185019,gitee,openharmony/third_party_libunwind,China
2235887,gitee,sid_jiang/easycms,
29380859,gitee,opencloudos-stream/freeradius,
6667354,gitee,QMUI/QMUI_Web,
15332282,gitee,chinasoft_ohos/BGASwipeItemLayout-ohos,
5147150,gitee,xnat/enet,
26852214,gitee,openeuler-risc-v/devhelp,
10047993,gitee,src-openeuler/dde-file-manager,China
6959893,gitee,src-openeuler/libwebsockets,China
22122104,gitee,openharmony-sig/jtar,China
10576161,gitee,src-openeuler/libgdiplus,China
27657352,gitee,opencloudos-stream/bolt,
25730013,gitee,openharmony/third_party_glslang,China
3137397,gitee,cjbi/wetech-cms,
37405479,gitee,src-openeuler/collada-dom,China
30674820,gitee,src-openeuler/python-pytest-github-actions-annotate-failures,China
10566483,gitee,src-openeuler/python-sphinxcontrib-serializinghtml,China
21442459,gitee,openharmony-tpc/commonmark,
17567128,gitee,openharmony/third_party_iowow,China
11218555,gitee,openharmony-retired/startup_hals_syspara_lite,
17812933,gitee,openharmony/third_party_miniz,China
9877740,gitee,src-openeuler/python-pure-sasl,China
14267042,gitee,HarmonyOS-tpc/EventBus,China
7435994,gitee,src-openeuler/liblouis,China
7010199,gitee,WeBank/FATE,China
1802735,gitee,javen205/JPay,
7566003,gitee,src-openeuler/gnome-disk-utility,China
6960016,gitee,src-openeuler/ntpstat,China
6959664,gitee,src-openeuler/http-parser,China
22576026,gitee,osard/app-compat-edit-spinner,
29799604,gitee,src-openeuler/python-tox-pdm,China
6960255,gitee,src-openeuler/python-slip,China
19019658,gitee,src-anolis-os/jdependency,China
16343831,gitee,chinasoft4_ohos/chooseasy,
10132938,gitee,src-openeuler/geronimo-parent-poms,China
4403210,gitee,Yeauty/netty-websocket-spring-boot-starter,
22122010,gitee,openharmony-sig/overscroll-decor,China
8137822,gitee,iteaj/ivzone,
19017781,gitee,src-anolis-os/rasdaemon,China
26267700,gitee,anolis/dsms,China
9876608,gitee,src-openeuler/python-aiozeroconf,China
16068260,gitee,weng_xianhu/eymini,
36891471,gitee,src-anolis-os/java-21-openjdk,China
26617083,gitee,src-openeuler/jieba,China
23292597,gitee,src-anolis-ai/torch-vision,China
37405478,gitee,src-openeuler/OpenSceneGraph,China
2472746,gitee,soar0603/tcpProxy,
15234344,gitee,chinasoft_ohos/RippleView,
27657387,gitee,opencloudos-stream/cups-filters,
7445749,gitee,src-openeuler/python-unittest2,China
1856059,gitee,kesin/taskover,
7552810,gitee,src-openeuler/freeglut,China
12820976,gitee,Discuz/Discuz-Q,
4977095,gitee,tooleek/lock-spring-boot-starter,
22122096,gitee,openharmony-sig/commons-cli,China
5749604,gitee,NKG_admin/NKGMobaBasedOnET,
2759485,gitee,mali218/OpenHIS,
8656405,gitee,mindspore/mindinsight,China
17103128,gitee,src-openeuler/canal,China
29860797,gitee,src-openeuler/which-rs,China
24648253,gitee,openeuler/GNFC,China
28897951,gitee,openeuler/Replay-N,China
11233655,gitee,src-openeuler/rubygem-cucumber,China
23147990,gitee,openkylin/libkysdk-applications,China
9706724,gitee,tinaroot/tina,
10555849,gitee,src-openeuler/python-django-redis,China
11092177,gitee,src-openeuler/rubygem-mime-types-data,China
17778403,gitee,zhijiangtianshu/nebula,
6959434,gitee,src-openeuler/at-spi2-atk,China
18920037,gitee,src-openeuler/openstack-kolla-plugin,China
16458634,gitee,chinasoft4_ohos/Ohos-MultiBackStack,
22429389,gitee,openkylin/mate-desktop,China
21430106,gitee,src-openeuler/mahout,China
19017838,gitee,src-anolis-os/prefixdevname,China
7895738,gitee,nutz/nutz-spring-boot-starter,
9940371,gitee,src-openeuler/perl-Convert-Base64,China
23286008,gitee,anolis-challenge/activity-lab-migrate,China
30859513,gitee,src-anolis-sig/udma,China
19019490,gitee,src-anolis-os/dmraid,China
32594026,gitee,opencloudos-stream/libfm-qt,
32594038,gitee,opencloudos-stream/libsysstat,
23663074,gitee,OpenCloudOS/tsuite-example,
8277149,gitee,src-openeuler/javacc-maven-plugin,China
23491480,gitee,openharmony-tpc/SmartWatch4,
2420079,gitee,hequan2020/autoops,
16102807,gitee,redchairman/qt-frameless,
7612928,gitee,src-openeuler/python-enchant,China
23447683,gitee,opencloudos-stream/sudo,
19233445,gitee,src-anolis-os/dotnet3.0,China
19018265,gitee,src-anolis-os/authselect,China
8417467,gitee,troyzhxu/httputils,
490425,gitee,bob4j/Android-UI,
3238170,gitee,ubuntukylin/ukwm,
28449111,gitee,openharmony/third_party_rust_proc-macro-error,China
1876319,gitee,yu120/mconf,
2419582,gitee,s20y/goodeen,
25246,gitee,power/oj,
6959687,gitee,src-openeuler/iptstate,China
11218430,gitee,openharmony/systemabilitymgr_safwk_lite,China
7700972,gitee,ruyangit/tangdao-microservices,
6960368,gitee,src-openeuler/tuned,China
16185027,gitee,openharmony/third_party_lz4,China
1553729,gitee,zdhxiong/mdui,
6531317,gitee,cloudtencent/TIMSDK,
4111153,gitee,beiyoufx/soraka,
2022458,gitee,huicode/spring-boot-rediscache-starter,
21125160,gitee,gouguopen/dev,
30524911,gitee,src-openeuler/hpctoolkit,China
11218465,gitee,openharmony/hiviewdfx_hiview_lite,China
25818674,gitee,opencloudos-stream/libldb,
11092179,gitee,src-openeuler/rubygem-sqlite3,China
23346389,gitee,openkylin/openkylin-default-settings,China
21050383,gitee,discuz-x/discuz-uni-app,
9940460,gitee,src-openeuler/perl-Database-DumpTruck,China
7354640,gitee,src-openeuler/python-pyaml,China
35879863,gitee,src-openeuler/intel-graphics-compiler,China
10868285,gitee,redragon/redragon-erp,
26055760,gitee,openkylin/gspell,China
29102930,gitee,openeuler-risc-v/dpkg,
9841309,gitee,cristiane/micro-mall-pay,
10833256,gitee,tuchg/ChinesePinyin-CodeCompletionHelper,
16575957,gitee,easyj-projects/easyj,
32984199,gitee,src-anolis-os/gnome-calendar,China
10270650,gitee,ant-design-blazor/vditor-blazor,
19015804,gitee,src-anolis-os/wget,China
9172158,gitee,src-openeuler/bazel,China
17222940,gitee,src-openeuler/inih,China
33214127,gitee,src-anolis-ai/torch-audio,China
16171370,gitee,src-openeuler/flume,China
33077582,gitee,opencloudos-stream/nde-fileman,
22429563,gitee,openkylin/ntfs-3g,China
28529978,gitee,src-openeuler/python-natsort,China
11233439,gitee,src-openeuler/eclipse-gef,China
15736144,gitee,src-openeuler/opencore-amr,China
23535441,gitee,torchei/TorchEI,
7449967,gitee,angcyo/DslTabLayout,
33536573,gitee,src-anolis-ai/libnccl-cuda-11,China
207273,gitee,uctoo/uctoo,
29804628,gitee,openeuler-risc-v/libmetal,
20096621,gitee,openeuler/eulerfs-test,China
30583302,gitee,opencloudos-testing/nfs-utils,
30674851,gitee,src-openeuler/python-mkdocs-redirects,China
19822474,gitee,openharmony-sig/vendor_t-head,China
1890712,gitee,MrocCyen/MUINetPlus,
19326159,gitee,src-anolis-dde/qt5-qtbase-5.15,
6448628,gitee,racsu/RuoYi-Oracle,
19015639,gitee,src-anolis-os/tzdata,China
30947878,gitee,src-anolis-epao/python-raven,China
9091897,gitee,Jesai/JESAI.HtmlTemplate.Pdf,
19016095,gitee,src-anolis-os/python-nss,China
22900620,gitee,openkylin/socket..,China
22428654,gitee,openkylin/ldb,China
23148009,gitee,openkylin/time-shutdown,China
22093633,gitee,ashuai0110/stm32_template,
8629408,gitee,doublelifeke/oriole,
16633445,gitee,src-openeuler/seqtk,China
25177562,gitee,openkylin/xfce4-session,China
25177620,gitee,openkylin/xfce4-panel,China
25177833,gitee,openkylin/thunar,China
25177759,gitee,openkylin/xfconf,China
19018215,gitee,src-anolis-os/crypto-policies,China
10088239,gitee,src-openeuler/hunspell-rw,China
17123951,gitee,chinasoft4_ohos/ReadMoreTextView,
4553079,gitee,panqingyun/E3D-Engine,
8055792,gitee,src-openeuler/bacula,China
9876781,gitee,src-openeuler/python-certifi,China
8119023,gitee,src-openeuler/perl-IO-Tty,China
20826369,gitee,src-openeuler/ongres-stringprep,China
35900612,gitee,openharmony-sig/fluttertpc_flutter_mailer,China
35900611,gitee,openharmony-sig/fluttertpc_catcher,China
7353554,gitee,src-openeuler/OpenEXR,China
20901039,gitee,src-anolis-sig/leapp,China
20901020,gitee,src-anolis-sig/leapp-repository,China
32078447,gitee,src-openeuler/ghc-pandoc,China
30523707,gitee,src-anolis-epao/cjson,China
7418754,gitee,src-openeuler/python-httpretty,China
31721353,gitee,opencloudos-stream/fcitx,
7303522,gitee,src-openeuler/A-Tune,China
19015752,gitee,src-anolis-os/tigervnc,China
20771069,gitee,stonedtx/free-nlp-api,
9878226,gitee,src-openeuler/python-sympy,China
5821209,gitee,foolcage/zvt,
9941174,gitee,src-openeuler/perl-Perl6-Slurp,China
9841341,gitee,cristiane/micro-mall-logistics,
18204482,gitee,src-openeuler/newlib,China
15026703,gitee,HarmonyOS-tpc/swipe,China
15026698,gitee,HarmonyOS-tpc/CountdownView,China
15026707,gitee,HarmonyOS-tpc/BadgeView,China
7592249,gitee,src-openeuler/gnome-packagekit,China
22746465,gitee,opengauss/openGauss-tools-sql-translator,China
3930954,gitee,jerryshensjf/PeaceWingSHCEU,
15736140,gitee,src-openeuler/deepin-screen-recorder,China
29381244,gitee,opencloudos-stream/openstack-kolla,
8185505,gitee,src-openeuler/libipt,China
19492679,gitee,src-openeuler/fuse-exfat,China
37390721,gitee,anolis/linyaps,China
8903825,gitee,src-openeuler/mate-menus,China
20549884,gitee,src-openeuler/ocaml-csexp,China
9536220,gitee,src-openeuler/perl-ExtUtils-Depends,China
22429149,gitee,openkylin/cyrus-sasl2,China
13082544,gitee,src-openeuler/jing-trang,China
29380856,gitee,opencloudos-stream/freeipa,
11434289,gitee,src-openeuler/deepin-dbus-generator,China
13166624,gitee,src-openeuler/kylin-music,China
17251990,gitee,u33/notify,
29790755,gitee,datavane/tis,
30938031,gitee,src-anolis-epao/wxGTK,China
9841289,gitee,cristiane/micro-mall-order,
37031405,gitee,src-anolis-sig/pro,China
19016473,gitee,src-anolis-os/nginx,China
12399847,gitee,openeuler/A-Tune-UI,China
30674811,gitee,src-openeuler/python-mkdocs-coverage,China
9878108,gitee,src-openeuler/python-shamir-mnemonic,China
16797694,gitee,openeuler-competition/summer2021-94,
10576230,gitee,src-openeuler/rubygem-open4,China
26472529,gitee,baomidou/mybatis-plus-spring-boot-starter,
1016657,gitee,jbakwd/atoms,
10419776,gitee,src-openeuler/stress-ng,China
21611521,gitee,focus-creative-games/hybridclr,
13944053,gitee,wuxue107/nop-printer,
7448211,gitee,src-openeuler/aspell,China
16797712,gitee,openeuler-competition/summer2021-104,
16797719,gitee,openeuler-competition/summer2021-110,
11408609,gitee,openharmony-retired/vendor_hisi_hi35xx_hi3516dv300_uboot,
11408611,gitee,openharmony-retired/vendor_hisi_hi35xx_hi3518ev300_uboot,
27657728,gitee,opencloudos-stream/libsodium,
7349190,gitee,src-openeuler/lrzsz,China
13695654,gitee,src-openeuler/python-os-xenapi,China
9904234,gitee,src-openeuler/lasso,China
21316428,gitee,src-anolis-sig/nydus-rs,China
24090418,gitee,src-anolis-sig/nydus-snapshotter,China
19018042,gitee,src-anolis-os/libpcap,China
5147218,gitee,mirweiye/wenkucms,
30784191,gitee,src-anolis-foundui/nfs-mplayer,China
6960165,gitee,src-openeuler/perl-Time-HiRes,China
7436920,gitee,src-openeuler/gtest,China
177480,gitee,sheyi/hicms,
6959629,gitee,src-openeuler/gpgme,China
19017320,gitee,src-anolis-os/google-noto-emoji-fonts,China
8056632,gitee,src-openeuler/libvma,China
27973680,gitee,opencloudos-stream/php-pecl-xdebug3,
9877457,gitee,src-openeuler/python-metar,China
23453336,gitee,anolis/kata-containers,China
6959826,gitee,src-openeuler/libnsl2,China
27657577,gitee,opencloudos-stream/kmod-kvdo,
31121328,gitee,opencloudos-stream/coredns,
29370026,gitee,src-openeuler/commonlibrary_c_utils,China
37120961,gitee,opencloudos-stream/rocm-device-libs,
34933517,gitee,opencloudos-stream/ga,
37284613,gitee,opencloudos-stream/zlib-ng,
9941534,gitee,src-openeuler/perl-Text-Aligner,China
36454002,gitee,opencloudos-stream/python-terminado,
6684712,gitee,lsqy/taro-music,
6960365,gitee,src-openeuler/tracker-miners,China
10631701,gitee,src-openeuler/jffi,China
27658197,gitee,opencloudos-stream/python-urwid,
2777486,gitee,binary/weixin-java-open-demo,
13133340,gitee,songzhidan/queer,
8519119,gitee,mose-x/wps-view-java,
25843154,gitee,src-openeuler/mock-core-configs,China
19561793,gitee,openharmony/third_party_openh264,China
6960417,gitee,src-openeuler/xorg-x11-xkb-utils,China
23908928,gitee,openkylin/docker.io,China
27657502,gitee,opencloudos-stream/grpc,
7612782,gitee,src-openeuler/fasterxml-oss-parent,China
29866857,gitee,openeuler/PilotGo-plugin-grafana,China
6960106,gitee,src-openeuler/perl-Filter,China
6768053,gitee,jones2000/HQChart,
29074086,gitee,openeuler-risc-v/bind-dyndb-ldap,
25408705,gitee,x-cmd/x-cmd,
30495792,gitee,openkylin/linux-sgx,China
33977804,gitee,openkylin/kylin-ondevice-ai-engine-plugin,China
22015639,gitee,barat/repostats,
407852,gitee,hainuo/rust-ebook,
10023811,gitee,alonsoalon/TenantSite.UI,
10023411,gitee,alonsoalon/TenantSite.Server,
4480061,gitee,Barryda/QtScrcpy,
13987611,gitee,hms-core/hms-push-clientdemo-android,
32842591,gitee,src-openeuler/powerpc-utils,China
12648210,gitee,openeuler/sync-bot,China
11219851,gitee,zhongyang219/TrafficMonitor,
38514710,gitee,openharmony-sig/fluttertpc_flutter_zxing,China
1297332,gitee,jroam/jCheckForm,
14732429,gitee,chinasoft_ohos/MaterialSpinner,
21436727,gitee,src-openeuler/giraph,China
13655863,gitee,wx_504ae56474/react-jwchat,
22429170,gitee,openkylin/util-linux,China
29467883,gitee,src-openeuler/google_benchmark,China
36233605,gitee,opencloudos-stream/raft,
28449125,gitee,openharmony/third_party_rust_version_check,China
3482287,gitee,smartboot/smart-mqtt,
9894160,gitee,itxinfei/leyou-parent,
16815055,gitee,openharmony/powermgr_battery_lite,China
27973696,gitee,opencloudos-stream/python-asyncssh,
7730586,gitee,thoughtworks/coca,
6959458,gitee,src-openeuler/bluez,China
28449072,gitee,openharmony/third_party_rust_cfg-if,China
23625707,gitee,wu_fuqi/WuKongAnimation,
3307169,gitee,AirtestProject/Airtest,
11944329,gitee,zxtbaty/online-store-and-paimai,
9941494,gitee,src-openeuler/perl-Test-Run,China
9941615,gitee,src-openeuler/perl-Tk-FontDialog,China
9941716,gitee,src-openeuler/perl-autobox,China
9941519,gitee,src-openeuler/perl-Test-Vars,China
12956124,gitee,src-openeuler/openstack-ironic-python-agent,China
22429439,gitee,openkylin/tar,China
5977344,gitee,hy417393356/saas-java,
16746468,gitee,chinasoft4_ohos/unifiedcircularprogress,
7503354,gitee,src-openeuler/python-sqlalchemy,China
9941386,gitee,src-openeuler/perl-Template-Tiny,China
19015652,gitee,src-anolis-os/e2fsprogs,China
9876867,gitee,src-openeuler/python-csvkit,China
18873725,gitee,chutianshu1981/AwesomeUnityTutorial,
25682798,gitee,crazy-of-pig/seeta-sdk-platform,
242074,gitee,free/Mapper,
35483966,gitee,openkylin/faac,China
26347112,gitee,openkylin/freerdp2,China
9941701,gitee,src-openeuler/perl-XML-Tidy,China
19016132,gitee,src-anolis-os/python-flask,China
7349068,gitee,src-openeuler/ipvsadm,China
8335210,gitee,src-openeuler/extra-cmake-modules,China
9536231,gitee,src-openeuler/python-precis_i18n,China
7114092,gitee,qiwen-cloud/qiwen-file,
19016136,gitee,src-anolis-os/python-docs,China
16829335,gitee,stoneson/Viper,
31743242,gitee,openeuler/mcp-self-service-vue,China
22429517,gitee,openkylin/kxmlgui,China
23788428,gitee,openharmony/utils_native_lite,China
19015719,gitee,src-anolis-os/SDL,China
21684881,gitee,HuaweiCloudDeveloper/saas-tenant-router-starter,
15026608,gitee,HarmonyOS-tpc/ohosAsync,China
15335470,gitee,HarmonyOS-tpc/BottomDialog,China
20947277,gitee,openharmony-tpc/MMKV,
321399,gitee,284520459/commonrpc,
6785426,gitee,ketr/jepaas-opensource,
6959615,gitee,src-openeuler/gmp,China
15026529,gitee,HarmonyOS-tpc/RxBus,China
6960343,gitee,src-openeuler/tcl,China
15397260,gitee,cycarl/miko,
2528673,gitee,dafanshudl/bigfans-cloud,
19814978,gitee,iohao/ioGame,
5528904,gitee,leimingyun/chatbot,
261268,gitee,SequoiaDB/SequoiaDB,
37520581,gitee,src-anolis-epao/nlohmann-json,China
29080533,gitee,src-openeuler/snowbot_operating_system,China
29080315,gitee,src-openeuler/ros_canopen,China
29080516,gitee,src-openeuler/slam_toolbox,China
29080407,gitee,src-openeuler/ifm3d-release,China
29080377,gitee,src-openeuler/velodyne_simulator,China
29080273,gitee,src-openeuler/rtabmap,China
29080378,gitee,src-openeuler/octomap_mapping,China
29080287,gitee,src-openeuler/rviz_visual_tools,China
29080555,gitee,src-openeuler/moveit_resources,China
29080524,gitee,src-openeuler/ros-foxglove-bridge,China
20069541,gitee,src-openeuler/rosidl,China
10485378,gitee,cristiane/micro-mall-trolley,
12686556,gitee,cristiane/micro-mall-search,
9841264,gitee,cristiane/micro-mall-sku,
22429138,gitee,openkylin/hwdata,China
22428939,gitee,openkylin/json-c,China
22429166,gitee,openkylin/vulkan-loader,China
22428663,gitee,openkylin/libxkbcommon,China
24869389,gitee,openkylin/xorgproto,China
7554726,gitee,src-openeuler/libvirt-glib,China
3107367,gitee,dafanshudl/bigfans-cloud-front,
1115859,gitee,smartboot/smart-boot,
10132939,gitee,src-openeuler/jboss-parent,China
26604424,gitee,src-openeuler/qtav,China
16253812,gitee,openharmony-sig/device_board_ingenic,China
37178468,gitee,opencloudos-stream/gtop,
270662,gitee,darcyg/wrtoy,
19017389,gitee,src-anolis-os/ghostscript,China
1032194,gitee,itknight/pano_basedon_three,
4045462,gitee,fybug/PDFunctionLibrary,
6959973,gitee,src-openeuler/mesa,China
9941442,gitee,src-openeuler/perl-Test-HasVersion,China
16184992,gitee,openharmony/third_party_eudev,China
9877437,gitee,src-openeuler/python-mailer,China
6960380,gitee,src-openeuler/userspace-rcu,China
11092213,gitee,src-openeuler/rubygem-rails-dom-testing,China
5787661,gitee,Giftina/CoolQi-Unlocker,
8056701,gitee,src-openeuler/mailman,China
31743239,gitee,src-openeuler/python-slicer,China
17991586,gitee,openeuler/native-turbo,China
9536881,gitee,Singosgu/GreaterWMS,
7453447,gitee,src-openeuler/crash-gcore-command,China
5289697,gitee,51danju/workclock,
19017717,gitee,src-anolis-os/tuned,China
6959567,gitee,src-openeuler/flac,China
9876746,gitee,src-openeuler/python-boto3,China
19427426,gitee,src-openeuler/percona-server,China
29111801,gitee,src-openeuler/vpnc,China
6959672,gitee,src-openeuler/i2c-tools,China
8203695,gitee,src-openeuler/ovirt-node-ng,China
8203671,gitee,src-openeuler/ovirt-engine-extension-aaa-misc,China
29324754,gitee,bufanyun/hotgo,
12004021,gitee,src-openeuler/isl,China
18645097,gitee,src-openeuler/vmaf,China
14795610,gitee,src-openeuler/racon,China
23064940,gitee,ja-netfilter/ja-netfilter,
28781265,gitee,openeuler-risc-v/openssl_tpm2_engine,
31802801,gitee,openkylin/keras-applications,China
22428762,gitee,openkylin/libqtxdg,China
31802810,gitee,openkylin/keras-preprocessing,China
9941216,gitee,src-openeuler/perl-Proc-PID-File,China
23710497,gitee,openharmony-sig/kernel_linux_patches,China
36955995,gitee,src-openeuler/lldb-latest,China
25818648,gitee,opencloudos-stream/libcgroup,
3359452,gitee,dev-ops/gopub,
29381371,gitee,opencloudos-stream/python-XStatic-jquery-ui,
6959651,gitee,src-openeuler/guile,China
20974881,gitee,zhangfisher/voerka-i18n,
18644995,gitee,src-openeuler/coin-or-data-miplib3,China
18645025,gitee,src-openeuler/id3lib,China
18644999,gitee,src-openeuler/coin-or-sample,China
5389878,gitee,itlangz/toc-helper,
31820009,gitee,src-openeuler/python-trove-classifiers,China
22121929,gitee,openharmony-sig/ohos_image_view_zoom,China
32348054,gitee,src-openeuler/doris,China
16374503,gitee,chinasoft4_ohos/PasswordStrengthBar,
6960326,gitee,src-openeuler/sscg,China
16865668,gitee,src-openeuler/python-nodeenv,China
11617986,gitee,src-openeuler/perl-WWW-Mechanize,China
7750703,gitee,src-openeuler/libgit2,China
28529989,gitee,src-openeuler/python-XStatic-Graphlib,China
9940294,gitee,src-openeuler/perl-ClamAV-Client,China
666084,gitee,ld/jsp-layout,
23447633,gitee,opencloudos-stream/ncurses,
6959955,gitee,src-openeuler/lz4,China
24442680,gitee,src-openeuler/gts,China
7216185,gitee,src-openeuler/anaconda-user-help,China
21071212,gitee,openeuler-risc-v/openldap,
25652371,gitee,src-openeuler/teleport,China
8105271,gitee,src-openeuler/python-tox,China
699018,gitee,chyxion/image-combine,
19015621,gitee,src-anolis-os/perl-version,China
12011072,gitee,fastnlp/fastNLP,
19017673,gitee,src-anolis-os/anaconda-user-help,China
24125485,gitee,src-openeuler/restic,China
15270158,gitee,chinasoft_ohos/BankCardFormat,
1075124,gitee,finira/autoHeader,
26132994,gitee,src-openeuler/python-rich,China
6881840,gitee,inspirefunction/NFox,
6960116,gitee,src-openeuler/perl-JSON-PP,China
11589120,gitee,SnailClimb/awesome-java,
7587680,gitee,src-openeuler/libwpd,China
7500395,gitee,src-openeuler/dbus-cpp,China
8903829,gitee,src-openeuler/mate-user-guide,China
29381147,gitee,opencloudos-stream/mdds,
30306795,gitee,src-openeuler/python-debugpy,China
38071201,gitee,openharmony-sig/fluttertpc_geolocator,China
30674765,gitee,src-openeuler/python-failprint,China
7612941,gitee,src-openeuler/regexp,China
1817799,gitee,paddlepaddle/Paddle,China
27657984,gitee,opencloudos-stream/php,
30585030,gitee,opencloudos-testing/usbutils,
30584845,gitee,opencloudos-testing/setserial,
30583472,gitee,opencloudos-testing/perftest,
30583132,gitee,opencloudos-testing/lzop,
