id,platform,repo_name,company
30510525,gitee,arkui-x/app_framework,
15960207,gitee,jianmu-dev/jianmu-deploy,
13995450,gitee,WeiDoctor/weapp-qrcode-canvas-2d,
3973261,gitee,thesadboy/vue-i18n-generator,
21218691,gitee,hslr/enian_blog,
9904222,gitee,src-openeuler/grilo-plugins,Huawei
35757553,gitee,openeuler/euler-copilot-web,Huawei
15335369,gitee,HarmonyOS-tpc/NoHttp,Huawei
8125337,gitee,src-openeuler/ltrace,Huawei
33355958,gitee,src-anolis-ai/cuda-11,Alibaba
22429633,gitee,openkylin/ghostscript,openKylin
12983305,gitee,src-openeuler/nagios-plugins,Huawei
7440661,gitee,src-openeuler/dejavu-fonts,Huawei
9250829,gitee,src-openeuler/htslib,Huawei
30318703,gitee,openharmony/third_party_lzma,Huawei
33063327,gitee,openeuler/chaosArsenal-hardware,Huawei
22931312,gitee,openkylin/wayland-protocols,openKylin
17964655,gitee,openeuler-risc-v/golang,
19017744,gitee,src-anolis-os/sudo,Alibaba
19018090,gitee,src-anolis-os/libcgroup,Alibaba
6267877,gitee,gz-yami/mall4j,
1891371,gitee,dameng100/muucmf,
17569242,gitee,src-openeuler/python-faust,Huawei
26099916,gitee,OskarWei/Tank_Dual,
7716480,gitee,src-openeuler/perl-Net-HTTP,Huawei
4996194,gitee,wheist/wecom,
7820376,gitee,src-openeuler/python-repoze-lru,Huawei
19568868,gitee,openkylin/okbs-tools,openKylin
29713446,gitee,openeuler/lboot,Huawei
30279049,gitee,openkylin/curlftpfs,openKylin
2412295,gitee,terj/tuerAPP,
30857234,gitee,openharmony-sig/device_soc_intel,Huawei
25286910,gitee,src-openeuler/aops-ceres,Huawei
701790,gitee,javen205/jfinal_qyweixin,
9941634,gitee,src-openeuler/perl-URI-Nested,Huawei
14652315,gitee,lzy549876/EasyDataBaseExport,
10104554,gitee,src-openeuler/libabigail,Huawei
8758099,gitee,opengauss/security,Huawei
4330862,gitee,callmee/dophon-db,
19173325,gitee,anolis/tone-agent,Alibaba
6960200,gitee,src-openeuler/pygobject3,Huawei
6960132,gitee,src-openeuler/perl-Net-SSLeay,Huawei
3125384,gitee,gaoyoubo/hexo-client,
22279411,gitee,openeuler/kiran-gtk-theme,Huawei
22428738,gitee,openkylin/xserver-xorg-input-synaptics,openKylin
212578,gitee,qiujuer/Genius-Android,
15026749,gitee,HarmonyOS-tpc/SwipeActionAdapter,Huawei
35900600,gitee,openharmony-sig/fluttertpc_flutter_local_notifications,Huawei
29080389,gitee,src-openeuler/grbl_ros,Huawei
22429116,gitee,openkylin/jbigkit,openKylin
25242586,gitee,openkylin/perl-openssl-defaults,openKylin
8413384,gitee,HCView/HCView-H5,
8097995,gitee,xiqingongzi/infomation-collector,
23268529,gitee,openeuler/service_capability,Huawei
28711191,gitee,openeuler-risc-v/ladspa,
4456880,gitee,sootou/bdparse,
30681939,gitee,src-openeuler/xscreensaver,Huawei
32770325,gitee,src-openeuler/zlib-ng,Huawei
7971360,gitee,sunqitao/tcb-hackthon-lifegoods,
27992392,gitee,src-anolis-sig/openssl11-compat,Alibaba
13988935,gitee,src-openeuler/openstack-cinder,Huawei
19673792,gitee,opengauss/openGauss-tools-sqlines,Huawei
36229601,gitee,opencloudos-stream/python-jupyterlab,
16169547,gitee,oceanbase/obclient,Ant group
38176845,gitee,src-anolis-os/python3.11-pyparsing,Alibaba
29890201,gitee,src-anolis-os/python3.11-iniconfig,Alibaba
29890210,gitee,src-anolis-os/python3.11-pluggy,Alibaba
8875589,gitee,src-openeuler/corosync-qdevice,Huawei
11525913,gitee,src-openeuler/prelink,Huawei
13302719,gitee,likeshop_gitee/likeshop,
34109968,gitee,src-anolis-ai/python-aiofiles,Alibaba
29381877,gitee,opencloudos-stream/tog-pegasus,
2466436,gitee,xiaobingby/bing-upms,
6960240,gitee,src-openeuler/python-oauthlib,Huawei
12999656,gitee,openkylin-backup/foreman-tasks,
2084970,gitee,battcn/battcn-plus,
7554685,gitee,src-openeuler/apache-commons-io,Huawei
23447680,gitee,opencloudos-stream/shadow-utils,
4309500,gitee,beetlex-io/BeetleX,
31060363,gitee,openkylin/kylin-daq,openKylin
25177122,gitee,openkylin/appstream,openKylin
16233290,gitee,openharmony-sig/devboard,Huawei
22429205,gitee,openkylin/python3.8,openKylin
17139149,gitee,iGaoWei/big-data-view,
25819023,gitee,opencloudos-stream/rpm,
29666837,gitee,src-openeuler/python-hug,Huawei
16226377,gitee,openharmony-sig/openblock,Huawei
34601992,gitee,src-openeuler/rubygem-ox,Huawei
34602003,gitee,src-openeuler/rubygem-multi_xml,Huawei
24442679,gitee,src-openeuler/gazebo,Huawei
24442672,gitee,src-openeuler/gz-math,Huawei
24442676,gitee,src-openeuler/gz-cmake,Huawei
24442684,gitee,src-openeuler/gz-transport,Huawei
24442678,gitee,src-openeuler/gz-common,Huawei
24442681,gitee,src-openeuler/gz-msgs,Huawei
11330754,gitee,src-openeuler/sysprof,Huawei
9446300,gitee,src-openeuler/libxsmm,Huawei
10547750,gitee,kingborn/master-erp,
17461614,gitee,chinasoft4_ohos/RecyclerTabLayout,
25818589,gitee,opencloudos-stream/elfutils,
5316348,gitee,zjwno1/Elight.MVC-ASP.NET,
19326062,gitee,src-anolis-dde/deepin-reader,
775881,gitee,bruce_lin_chn/grailsq,
95070,gitee,beykery/cocosocket,
8029160,gitee,cym1102/mongoHelper,
29080362,gitee,src-openeuler/octomap_rviz_plugins,Huawei
11085308,gitee,src-openeuler/nodejs-nopt,Huawei
16304048,gitee,chinasoft4_ohos/ShakeDetector,
29381917,gitee,opencloudos-stream/wireshark,
6960346,gitee,src-openeuler/tcsh,Huawei
22428950,gitee,openkylin/libselinux,openKylin
31131286,gitee,tickbh/wmproxy,
639366,gitee,penngo/yiiboot,
3261266,gitee,jamling/SmartIM,
12074421,gitee,koogua/course-tencent-cloud-app,
29080295,gitee,src-openeuler/menge_vendor,Huawei
1634533,gitee,mycncart/mycncart,
13743360,gitee,openeuler/nvwa,Huawei
7981200,gitee,lb002/tcb-hackthon-best-geek,
20035354,gitee,open-visual/face-search,
3453935,gitee,fastquery2016/httpsign,
38261970,gitee,src-anolis-os/gcc-toolset-14,Alibaba
38262010,gitee,src-anolis-os/gcc-toolset-14-gdb,Alibaba
38326829,gitee,src-anolis-os/python3.10-setuptools,Alibaba
9940376,gitee,src-openeuler/perl-Convert-Binary-C,Huawei
562169,gitee,gaopengfei/MobileAPP,
15439115,gitee,zhengguojing/magic-net,
19019437,gitee,src-anolis-os/gstreamer-plugins-bad-free,Alibaba
37404542,gitee,opencloudos-stream/nodejs-undici,
6960260,gitee,src-openeuler/pytz,Huawei
29425081,gitee,lwdillon/dillon-boot-fx,
16058775,gitee,chinasoft3_ohos/ShadowImageView,
1095709,gitee,fenying/mark-builder,
8125378,gitee,src-openeuler/efl,Huawei
9877732,gitee,src-openeuler/python-pudb,Huawei
9940683,gitee,src-openeuler/perl-HTML-HTML5-Entities,Huawei
31675063,gitee,opencloudos-stream/snoopy,
24141306,gitee,openkylin/dde-wayland-config,openKylin
19018051,gitee,src-anolis-os/libndp,Alibaba
18905189,gitee,src-openeuler/viewnior,Huawei
27658424,gitee,opencloudos-stream/yasm,
11556314,gitee,src-openeuler/dwarves,Huawei
12206998,gitee,akwkevin/aistudio.-wpf.-diagram,
12313716,gitee,wzJun1/uni-nvue-chat,
14831410,gitee,chinasoft_ohos/RWidgetHelper,
17342683,gitee,chinasoft4_ohos/TimeLine,
7216303,gitee,src-openeuler/openEuler_chroot,Huawei
27658179,gitee,opencloudos-stream/python-termcolor,
11431787,gitee,WeBank/Visualis,WeBank
22892602,gitee,daidaibg/blog-cloud,
7064312,gitee,cookieYe/Yearning,
34243790,gitee,src-openeuler/virtCCA_sdk,Huawei
19018268,gitee,src-anolis-sig/oceanbase,Alibaba
29381009,gitee,opencloudos-stream/kata-containers,
31165444,gitee,opentiny/tiny-engine,
9878192,gitee,src-openeuler/python-sqlparse,Huawei
13796303,gitee,Ginomica/lane_detection,
16181875,gitee,openharmony-sig/tools_oat,Huawei
22279404,gitee,openeuler/kiran-authentication-service,Huawei
2235761,gitee,qiujiayu/AutoLoadCache,
15501266,gitee,chinasoft_ohos/DragListView,
9940455,gitee,src-openeuler/perl-Data-TreeDumper,Huawei
1758122,gitee,dianrong/UniAuth,
6959729,gitee,src-openeuler/libbonobo,Huawei
7353560,gitee,src-openeuler/openvpn,Huawei
10512315,gitee,LauEl/Tp_WXAPP_WEB,
28566878,gitee,src-openeuler/libb2,Huawei
445125,gitee,zhoubang85/wxPay,
6959676,gitee,src-openeuler/initscripts,Huawei
7696688,gitee,src-openeuler/openEuler-indexhtml,Huawei
27392231,gitee,notify-ctrl/FreeKill,
26866143,gitee,halo-e/haloe,
9877929,gitee,src-openeuler/python-pytest-faulthandler,Huawei
15940544,gitee,chinasoft3_ohos/Bluetooth-LE-Library---ohos,
204823,gitee,acl-dev/acl,
14067660,gitee,Cherryblossoms/caviar,
19016120,gitee,src-anolis-os/python-jinja2,Alibaba
17353115,gitee,src-openeuler/gnome-shell-extension-desktop-icons,Huawei
5830497,gitee,fybug/aout.ass,
30839195,gitee,src-openeuler/cpds-agent,Huawei
23095722,gitee,openkylin/ukui-kwin,openKylin
25177599,gitee,openkylin/xfce4-notifyd,openKylin
13333023,gitee,sikadai/quasar-sika-design,
493468,gitee,xiaojiangyou/ActiveDatabase,
15036114,gitee,src-openeuler/lib-shim-v2,Huawei
29080338,gitee,src-openeuler/rcdiscover,Huawei
14562860,gitee,src-openeuler/qwt_dependency,Huawei
29080547,gitee,src-openeuler/qt_gui_core,Huawei
14562862,gitee,src-openeuler/realtime_tools,Huawei
29080293,gitee,src-openeuler/random_numbers,Huawei
19017976,gitee,src-anolis-os/lm_sensors,Alibaba
31493261,gitee,openkylin/bouncycastle,openKylin
22429655,gitee,openkylin/onboard,openKylin
22429628,gitee,openkylin/apt,openKylin
16777247,gitee,src-openeuler/python-hvac,Huawei
11085442,gitee,src-openeuler/nodejs-minimist,Huawei
19016472,gitee,src-anolis-os/nispor,Alibaba
14325829,gitee,openharmony/codelabs,Huawei
17615165,gitee,bistu_liuning/car-navigation-data,
11479890,gitee,6tail/lunar-javascript,
9941605,gitee,src-openeuler/perl-Time-Period,Huawei
956096,gitee,tiandian/oscshop2,
27657390,gitee,opencloudos-stream/debugedit,
11233710,gitee,src-openeuler/xmlrpc,Huawei
22447608,gitee,src-openeuler/muffin,Huawei
14085730,gitee,isrc_ohos/timber_ohos,
7642472,gitee,src-openeuler/libldm,Huawei
7216283,gitee,src-openeuler/xorg-x11-drv-evdev,Huawei
6960298,gitee,src-openeuler/setools,Huawei
14605903,gitee,freqchip/fr8000,
146884,gitee,tinyframework/TinySample,
25388631,gitee,openharmony-sig/ohos_fileio-extra,Huawei
23922043,gitee,anolis/anolis-lab-courses,Alibaba
7418151,gitee,openeuler/libwd,Huawei
11233545,gitee,src-openeuler/rubygem-railties,Huawei
25818537,gitee,opencloudos-stream/device-mapper-multipath,
29381863,gitee,opencloudos-stream/storm,
20590051,gitee,src-openeuler/rt-tests,Huawei
688750,gitee,dotnetchina/weaving-socket,
29330061,gitee,openharmony-sig/window_scene_session_manager,Huawei
29080551,gitee,src-openeuler/nlohmann_json_schema_validator_vendor,Huawei
29080491,gitee,src-openeuler/fmilibrary_vendor,Huawei
29080347,gitee,src-openeuler/hash_library_vendor,Huawei
32903509,gitee,openharmony-sig/ohos_cordova,Huawei
7418763,gitee,src-openeuler/python-singledispatch,Huawei
17371474,gitee,royqh1979/RedPanda-CPP,
12854766,gitee,dotnetchina/anno.core,
29080413,gitee,src-openeuler/rtcm_msgs,Huawei
29080518,gitee,src-openeuler/slider_publisher,Huawei
19015901,gitee,src-anolis-os/sscg,Alibaba
7864348,gitee,src-openeuler/python-toml,Huawei
17779681,gitee,gngpp/vertx-ddns,
26497448,gitee,src-openeuler/gn,Huawei
19172877,gitee,anolis/keentuned,Alibaba
10376514,gitee,yllan/ferry,
8709558,gitee,paddlepaddle/PaddleDetection,Baidu
30930874,gitee,src-anolis-sig/kmod-mellanox-rdma,Alibaba
26190776,gitee,src-openeuler/ros2_base,Huawei
2631700,gitee,xuxueli0323/xxl-crawler,
3333093,gitee,antv/f2,
26764283,gitee,anolis/rnotes,Alibaba
30524907,gitee,src-openeuler/BSC-wxparaver,Huawei
3372408,gitee,matrixy/tentacle,
26772161,gitee,xymtop/dreamrest,
24518819,gitee,chemors/secure-ext-spring-boot-starter,
11479886,gitee,6tail/lunar-csharp,
421864,gitee,lookingdreamer/RexDeploy_v1,
22429392,gitee,openkylin/cifs-utils,openKylin
6959811,gitee,src-openeuler/libmnl,Huawei
29526523,gitee,Vanishi/SRE,
29498910,gitee,src-anolis-ai/libnvidia-container,Alibaba
23676682,gitee,anolis/keentune_ui,Alibaba
8119026,gitee,src-openeuler/perl-Net-DNS-SEC,Huawei
27658041,gitee,opencloudos-stream/python-certifi,
18738628,gitee,givebest/node-nest-vue-nuxt-cms,
4705605,gitee,loamen/KeyMouseHook,
22954189,gitee,openharmony/vendor_osware,Huawei
12567271,gitee,openeuler/aarch32-rootfs-builder,Huawei
19017384,gitee,src-anolis-os/git-lfs,Alibaba
38132265,gitee,openharmony-sig/rntpc_react-native-background-timer,Huawei
14092464,gitee,gfdgd-xi/voice-broadcast-time,
2155671,gitee,iamxjb/winxin-app-watch-life.net,
9878351,gitee,src-openeuler/python-watchdog,Huawei
11287474,gitee,src-openeuler/jacorb,Huawei
6960697,gitee,src-openeuler/perl-Text-Tabs-Wrap,Huawei
1586833,gitee,qieangel2013/ngx-fastdfs,
37913304,gitee,opencloudos-stream/ustreamer,
6960077,gitee,src-openeuler/perl-DBD-SQLite,Huawei
9836927,gitee,noear/TeamX,
19308999,gitee,huanghongxun/HMCL,
2803268,gitee,mail_osc/wangmarket,
8203636,gitee,src-openeuler/ovirt-ansible-hosted-engine-setup,Huawei
27497563,gitee,src-openeuler/ros2_image_common,Huawei
7393657,gitee,zackratos/UltimateBarX,
15026542,gitee,HarmonyOS-tpc/drawee-text-view,Huawei
26801554,gitee,src-openeuler/python-pyscard,Huawei
16076540,gitee,archermind-ti/rudeness,
10143317,gitee,src-openeuler/xfce4-panel-profiles,Huawei
27033416,gitee,openkylin/openssl,openKylin
8103766,gitee,src-openeuler/python-psycopg2,Huawei
25177116,gitee,openkylin/oxygen,openKylin
9876738,gitee,src-openeuler/python-blurb,Huawei
8300402,gitee,src-openeuler/google-gson,Huawei
31184007,gitee,src-openeuler/ft_wl_fwk,Huawei
31184009,gitee,src-openeuler/ft_multimedia,Huawei
854885,gitee,jucheap/JuCheap.Template,
9940406,gitee,src-openeuler/perl-Crypt-ScryptKDF,Huawei
17051475,gitee,honeymoose/druid-docs-cn,
767538,gitee,didispace/SpringBoot-Learning,
34117410,gitee,src-openeuler/penglai-enclave-sdk,Huawei
7574258,gitee,oscstudio/gitee,
14857398,gitee,psoho/fast-poster,
8203675,gitee,src-openeuler/ovirt-engine-nodejs-modules,Huawei
23447558,gitee,opencloudos-stream/createrepo_c,
29936648,gitee,openharmony-sig/tee_distributed_tee_framework,Huawei
10088255,gitee,src-openeuler/hyphen-eu,Huawei
1637821,gitee,wapai/jingling,
4576348,gitee,NewLifeX/NewLife.RocketMQ,
285271,gitee,yunluo/git,
5281938,gitee,liaoxuefeng/learn-java,
8903808,gitee,src-openeuler/mate-session-manager,Huawei
24440,gitee,skqing/OnRiding_City_Android,
20938569,gitee,anolis/intel-cloud-kernel,Alibaba
34248591,gitee,opencloudos-stream/nettrace,
31692682,gitee,src-openeuler/python-ninja,Huawei
15192438,gitee,src-openeuler/libmodbus,Huawei
15026545,gitee,HarmonyOS-tpc/TakePhoto,Huawei
9045950,gitee,src-openeuler/bpftrace,Huawei
28908944,gitee,openkylin/visionfive2-kernel-5.10,openKylin
19017698,gitee,src-anolis-os/xfsdump,Alibaba
38514723,gitee,openharmony-sig/fluttertpc_geocoding,Huawei
16134515,gitee,zhangxinxu/css-hr,
5292792,gitee,leecho/cola,
15312728,gitee,wechaty/wechaty,
1879994,gitee,makunet/maku-element-admin,
33662373,gitee,openharmony-sig/flutter_leak_detector,Huawei
30583268,gitee,opencloudos-testing/mtr,
11218582,gitee,openharmony/third_party_jerryscript,Huawei
19018222,gitee,src-anolis-os/coreutils,Alibaba
6959719,gitee,src-openeuler/less,Huawei
16458590,gitee,chinasoft4_ohos/CarouselView,
128701,gitee,596392912/JFinal-oauth2.0-login,
8204229,gitee,mirrors/riscv-glibc,
3737497,gitee,ylzheng/CopyTranslator,
22429577,gitee,openkylin/network-manager-pptp,openKylin
9941414,gitee,src-openeuler/perl-Test-Compile,Huawei
9940936,gitee,src-openeuler/perl-Modern-Perl,Huawei
20839132,gitee,openharmony/third_party_cef,Huawei
9877914,gitee,src-openeuler/python-pytest-arraydiff,Huawei
9904237,gitee,src-openeuler/liblockfile,Huawei
25176998,gitee,openkylin/dolphin,openKylin
25177069,gitee,openkylin/konsole,openKylin
28449061,gitee,openharmony/third_party_rust_signal-hook,Huawei
10258118,gitee,src-openeuler/buildroot,Huawei
19018650,gitee,src-anolis-os/libuninameslist,Alibaba
33755825,gitee,opencloudos-stream/maturin,
15518252,gitee,raingad/im-chat-front,
29080417,gitee,src-openeuler/rc_dynamics_api,Huawei
29080549,gitee,src-openeuler/pybind11_json_vendor,Huawei
29080435,gitee,src-openeuler/performance_test,Huawei
7612908,gitee,src-openeuler/ocaml,Huawei
10629563,gitee,pleaseyang/Ity,
17810530,gitee,src-openeuler/rubygem-fluent-plugin-elasticsearch,Huawei
31692661,gitee,src-openeuler/python-importlab,Huawei
16326172,gitee,chinasoft4_ohos/colorpicker,
2194595,gitee,apiadmin/ApiAdmin-WEB-3.0,
38071202,gitee,openharmony-sig/flutter_pdfview_will_delete,Huawei
2226913,gitee,52itstyle/spring-boot-pay,
27657775,gitee,opencloudos-stream/lld,
143785,gitee,bxl/stickynote,
19018158,gitee,src-anolis-os/gdk-pixbuf2,Alibaba
32957269,gitee,secretflow/jinzhao-attest,Ant group
30839192,gitee,src-openeuler/Cpds,Huawei
30839190,gitee,src-openeuler/cpds-dashboard,Huawei
20641693,gitee,openharmony-sig/msdp_start,Huawei
11085480,gitee,src-openeuler/nodejs-paperboy,Huawei
18108077,gitee,monkeyWang/rubick,
7523904,gitee,QHCH/linux-stm32,
20838642,gitee,smartide/RuoYi-Vue,
15270384,gitee,chinasoft_ohos/KLog,
6788229,gitee,huiDBK/Typing_Game,
30582507,gitee,opencloudos-testing/iotop,
27658187,gitee,opencloudos-stream/python-tox,
38112123,gitee,src-openeuler/SDL2_mixer,Huawei
7962800,gitee,idea4good/GuiLiteSamples,
31072841,gitee,codefuse-ai/FasterTransformer4CodeFuse,Ant group
9155163,gitee,walkline/esp32-ble-uart,
9941739,gitee,src-openeuler/perl-namespace-sweep,Huawei
4603381,gitee,ZhongBangKeJi/CRMEB-Admin,
29080414,gitee,src-openeuler/velodyne,Huawei
29080481,gitee,src-openeuler/sol_vendor,Huawei
20947297,gitee,openharmony-tpc/XmlGraphicsBatik,
17228376,gitee,opengauss/openGauss-tools-onlineMigration,Huawei
9877677,gitee,src-openeuler/python-phonenumbers,Huawei
19017549,gitee,src-anolis-os/cups-filters,Alibaba
8271974,gitee,slfj/ThinkItCMS-VUE,
7594529,gitee,src-openeuler/vorbis-tools,Huawei
27658360,gitee,opencloudos-stream/vulkan-tools,
22122006,gitee,openharmony-sig/recyclerview-animators,Huawei
16253821,gitee,openharmony/vendor_ohos,Huawei
24717353,gitee,src-openeuler/plasma-workspace,Huawei
15835051,gitee,chinasoft2_ohos/Codeview,
6960436,gitee,src-openeuler/chrpath,Huawei
22122038,gitee,openharmony-sig/inotify-tools,Huawei
14557138,gitee,openharmony/global_cust_lite,Huawei
11614577,gitee,aBugsLife/SPA,
22122008,gitee,openharmony-sig/mp3agic,Huawei
30646051,gitee,opencloudos-foundui/nemo-share,
38005965,gitee,src-openeuler/llvm-libc,Huawei
31635534,gitee,Vanishi/BXC_VideoAnalyzer_v3,
2352766,gitee,keepbx/Fast-boot,
29381165,gitee,opencloudos-stream/mod_security,
27599588,gitee,src-anolis-sig/anolis-release-aliyuncs,Alibaba
432888,gitee,yugecse/FationService,
3731902,gitee,xiaozhuai/processon_cheater,
27657400,gitee,opencloudos-stream/doxygen,
25269567,gitee,OpenCloudOS/sig-dpu,
23397620,gitee,src-openeuler/dumb-init,Huawei
20051585,gitee,xiaoyucc521/dnmp,
7840000,gitee,src-openeuler/perl-local-lib,Huawei
12821672,gitee,Tencent-Cloud-Plugins/tencentcloud-wordpress-plugin-ims,
11233386,gitee,src-openeuler/nodejs-commonmark,Huawei
7392228,gitee,openeuler/community-issue,Huawei
6959853,gitee,src-openeuler/libsepol,Huawei
747021,gitee,netbuffer/jfinal-bootstrap-table,
27657704,gitee,opencloudos-stream/libpmemobj-cpp,
29888946,gitee,openkylin/wine-assistant,openKylin
17011161,gitee,suxia2/RuoYi-Vue-Postgresql,
18644994,gitee,src-openeuler/coin-or-coinutils,Huawei
38514735,gitee,openharmony-sig/fluttertpc_screen_capture_event,Huawei
19713032,gitee,openeuler/zephyr-cn,Huawei
327308,gitee,apexes/fetion4j,
24534,gitee,apexes/fqueue,
25818804,gitee,opencloudos-stream/nspr,
6927549,gitee,LinZhaoguan/pb-cms,
7428276,gitee,src-openeuler/qt5-qtcanvas3d,Huawei
23310013,gitee,openkylin/dwarves,openKylin
11085311,gitee,src-openeuler/nodejs-escape-string-regexp,Huawei
15944686,gitee,lizhicheng99/qcanvas,
17477455,gitee,src-openeuler/python-treelib,Huawei
11085202,gitee,src-openeuler/nodejs-has,Huawei
6739029,gitee,wangqianlong1993/IdentityServer4,
24196642,gitee,vuejs/vue-router,
8056508,gitee,gmg137/netease-cloud-music-gtk,
9877504,gitee,src-openeuler/python-mpmath,Huawei
9877508,gitee,src-openeuler/python-multi_key_dict,Huawei
9941351,gitee,src-openeuler/perl-System-Info,Huawei
9940732,gitee,src-openeuler/perl-HTTP-Tinyish,Huawei
9941104,gitee,src-openeuler/perl-PAR,Huawei
9941105,gitee,src-openeuler/perl-PAR-Dist,Huawei
17534752,gitee,openharmony/vendor_bestechnic,Huawei
7500493,gitee,src-openeuler/zbar,Huawei
19032853,gitee,dotnetchina/Sundial,
2301635,gitee,dp_group/dp-security,
30674792,gitee,src-openeuler/python-validate-pyproject,Huawei
36233604,gitee,opencloudos-stream/lxc,
9876892,gitee,src-openeuler/python-dbus-client-gen,Huawei
8914535,gitee,src-openeuler/gmavenplus-plugin,Huawei
20493955,gitee,openharmony/device_soc_chipsea,Huawei
19018336,gitee,src-anolis-os/glslang,Alibaba
7418263,gitee,src-openeuler/tinyxml2,Huawei
8125400,gitee,src-openeuler/fop,Huawei
24932496,gitee,src-openeuler/procenv,Huawei
25177825,gitee,openkylin/orage,openKylin
25134854,gitee,openkylin/libxfce4ui,openKylin
25177645,gitee,openkylin/xfce4-clipman-plugin,openKylin
25177624,gitee,openkylin/ristretto,openKylin
29381475,gitee,opencloudos-stream/python-gevent,
9940846,gitee,src-openeuler/perl-Locale-Maketext-Lexicon,Huawei
22428729,gitee,openkylin/ubuntu-wallpapers,openKylin
25942597,gitee,src-openeuler/polkit-kde,Huawei
3104458,gitee,narcissu14/SpaceTech,
23994260,gitee,src-openeuler/deepin-pw-check,Huawei
19017696,gitee,src-anolis-os/xz,Alibaba
15335480,gitee,HarmonyOS-tpc/CircleView,Huawei
32773020,gitee,src-openeuler/krename,Huawei
30306781,gitee,src-openeuler/python-myst-nb,Huawei
27658010,gitee,opencloudos-stream/pyelftools,
15353999,gitee,thinkgem/jeesite-uniapp,
22428822,gitee,openkylin/libxcrypt,openKylin
7594004,gitee,src-openeuler/openjade,Huawei
9940384,gitee,src-openeuler/perl-Convert-UU,Huawei
18449409,gitee,cxyax/WeChatComputer-roomMaintenance,
7177975,gitee,jxos/FrameLib,
30583127,gitee,opencloudos-testing/lvm2,
22096806,gitee,src-openeuler/gi-docgen,Huawei
13997016,gitee,openharmony-sig/SIG-reST-Sphynx,Huawei
35879859,gitee,src-openeuler/intel-compute-runtime,Huawei
1214485,gitee,GitGroup/atom-gitosc,
14851499,gitee,easygoadmin/EasyGoAdmin_GoFrame_Layui,
14171850,gitee,aBugsLife/CARS,
180372,gitee,hellokaton/image-plugin,
27657468,gitee,opencloudos-stream/gnome-control-center,
28449057,gitee,openharmony/third_party_rust_tracing,Huawei
9877414,gitee,src-openeuler/python-littleutils,Huawei
29380930,gitee,opencloudos-stream/haproxy,
14153700,gitee,andwp/qt-socket,
5106222,gitee,yks/Newbe.Claptrap,
1009925,gitee,mail_osc/xnx3,
362642,gitee,wfifi/TpWechat,
22429240,gitee,openkylin/libproxy,openKylin
33584160,gitee,src-openeuler/poissonsearch-oss,Huawei
1164225,gitee,Siyy/Shazzam,
1246985,gitee,baomidou/mybatisplus-spring-mvc,
6959395,gitee,src-openeuler/authz,Huawei
14794057,gitee,nocobase/nocobase,
22429071,gitee,openkylin/nautilus,openKylin
9877012,gitee,src-openeuler/python-f5-icontrol-rest,Huawei
29738451,gitee,src-anolis-ai/openexr,Alibaba
6959588,gitee,src-openeuler/gdb,Huawei
6959592,gitee,src-openeuler/gdk-pixbuf2,Huawei
38514729,gitee,openharmony-sig/fluttertpc_install_plugin,Huawei
23810810,gitee,src-openeuler/python-azure-core,Huawei
8300400,gitee,src-openeuler/gpars,Huawei
21442452,gitee,openharmony-tpc/RocketChat,
9940795,gitee,src-openeuler/perl-JavaScript-Beautifier,Huawei
19016892,gitee,src-anolis-os/libfastjson,Alibaba
252872,gitee,pyinjava/fastexcel,
4946092,gitee,wesleyOne/wxwobot,
10073798,gitee,openlookeng/hetu-odbc-gateway,
32594035,gitee,opencloudos-stream/libstatgrab,
26384584,gitee,openeuler/eulerlauncher,Huawei
6960279,gitee,src-openeuler/rest,Huawei
11188242,gitee,bbbug_com/ChatAPP,
16797634,gitee,openeuler-competition/summer2021-52,
8854300,gitee,liushuai05/electron-vue-player,
11173473,gitee,src-openeuler/memoryfilesystem,Huawei
9877648,gitee,src-openeuler/python-patool,Huawei
22428830,gitee,openkylin/python-cryptography,openKylin
11598366,gitee,openeuler/bishengjdk-11,Huawei
35900603,gitee,openharmony-sig/fluttertpc_screenshot_callback,Huawei
35900605,gitee,openharmony-sig/fluttertpc_media_info,Huawei
20002937,gitee,jd-platform-opensource/jlog,
12593275,gitee,zjm16/zjmzxfzhl-bpmn,
6960290,gitee,src-openeuler/sbc,Huawei
13071500,gitee,openeuler/gazelle-cni,Huawei
28043239,gitee,openkylin/rust-clap-lex,openKylin
9932295,gitee,src-openeuler/watchdog,Huawei
22984123,gitee,src-openeuler/CreateImage,Huawei
25818745,gitee,opencloudos-stream/libxml2,
20042006,gitee,src-openeuler/wireguard-tools,Huawei
19016847,gitee,src-anolis-module/gimp,Alibaba
15026777,gitee,HarmonyOS-tpc/TinyPinyin,Huawei
22429324,gitee,openkylin/sudo,openKylin
7438314,gitee,src-openeuler/mvapich2,Huawei
25819002,gitee,opencloudos-stream/publicsuffix-list,
22428690,gitee,openkylin/python3-stdlib-extensions,openKylin
1474154,gitee,zhougaojun/KangarooAdmin,
7612942,gitee,src-openeuler/scala,Huawei
7216284,gitee,src-openeuler/xorg-x11-drv-fbdev,Huawei
29380954,gitee,opencloudos-stream/ipython,
29080388,gitee,src-openeuler/py_trees,Huawei
29080427,gitee,src-openeuler/octomap_msgs,Huawei
6960306,gitee,src-openeuler/sgpio,Huawei
11233623,gitee,src-openeuler/nodejs-which,Huawei
11085233,gitee,src-openeuler/nodejs-css-stringify,Huawei
11085084,gitee,src-openeuler/nodejs-oauth-sign,Huawei
